"Data";"Piso";"Posição";"Observação"
3/12/2024;3;1191;"dois cabos Intelbras"
3/12/2024;3;1187;"cabo conectado na frente"
3/12/2024;3;1169;"cabo conectado na frente"
3/12/2024;3;213;"cabo conectado na frente"
3/12/2024;3;212;"PA sem mouse e sem lacre"
3/12/2024;3;126;"cabo conectado na frente"
3/12/2024;3;124;"cabo conectado na frente"
3/12/2024;3;135;"cabo Intelbras desconectado e deslacrado"
3/12/2024;3;137;"cabo conectado na frente"
3/12/2024;3;220;"cabo conectado na frente"
3/12/2024;3;221;"cabos conectados na frente"
3/12/2024;3;190;"cabo conectado na frente"
3/12/2024;3;108;"cabo conectado na frente"
3/12/2024;3;92;"cabo conectado na frente"
3/12/2024;3;91;"dois cabos A10 na posição"
3/12/2024;3;90;"cabo conectado na frente"
3/12/2024;3;89;"cabo conectado na frente"
3/12/2024;3;107;"cabo conectado na frente"
3/12/2024;3;143;"cabo conectado na frente"
3/12/2024;3;26;"cabo conectado na frente"
3/12/2024;3;27;"cabo conectado na frente"
3/12/2024;3;31;"cabo conectado na frente"
3/12/2024;3;43;"ramal não lacrado"
3/12/2024;3;42;"posição não lacrada"
3/12/2024;3;41;"posição não lacrada"
3/12/2024;3;58;"ramal sem lacrar"
3/12/2024;3;25;"ramal não está lacrado"
3/12/2024;3;60;"cabo conectado na frente"
3/12/2024;3;44;"posição deslacrada"
3/12/2024;3;45;"ramal não lacrado"
3/12/2024;3;61;"ramal não lacrado"
3/12/2024;3;62;"ramal não lacrado"
3/12/2024;3;63;"ramal não lacrado"
3/12/2024;3;29;"ramal não lacrado"
3/12/2024;3;46;"ramal não lacrado"
3/12/2024;3;30;"ramal não lacrado"
3/12/2024;3;171;"um cabo conectado na porta da frente"
3/12/2024;3;47;"posição não lacrada"
3/12/2024;3;31;"um cabo conectado na porta da frente e a posição não lacrada"
3/12/2024;3;180;"um cabo conectado na porta da frente"
3/12/2024;3;181;"um cabo conectado na porta da frente"
3/12/2024;3;150;"um cabo conectado na porta da frente e a posição não lacrada"
3/12/2024;3;160;"Deslacrado"
3/12/2024;3;161;"um cabo conectado na porta da frente"
3/12/2024;3;152;"um cabo conectado na porta da frente"
6/12/2024;3;1169;"Cabo conectado na frente"
6/12/2024;3;1170;"Deslacrado"
6/12/2024;3;1171;"Deslacrado"
6/12/2024;3;1172;"Deslacrado"
6/12/2024;3;1174;"Deslacrado"
6/12/2024;3;1183;"Deslacrado"
6/12/2024;3;1180;"Deslacrado"
6/12/2024;3;1191;"Deslacrado"
6/12/2024;3;1192;"Deslacrado"
6/12/2024;3;1193;"Deslacrado"
6/12/2024;3;1188;"Deslacrado"
6/12/2024;3;1186;"Deslacrado"
6/12/2024;3;1185;"Deslacrado"
6/12/2024;3;155;"Deslacrado"
6/12/2024;3;156;"Deslacrado"
6/12/2024;3;157;"Deslacrado"
6/12/2024;3;158;"Deslacrado"
6/12/2024;3;159;"2 intelbras"
6/12/2024;3;169;"porta da tras não funciona"
6/12/2024;3;168;"Cabo conectado na frente"
6/12/2024;3;166;"maquina sem lacre"
6/12/2024;3;175;"maquina com Cabo na frente"
6/12/2024;3;187;"maquina com 2 intelbras"
6/12/2024;3;204;"maquina sem lacre"
6/12/2024;3;230;"sem lacre na maquina"
6/12/2024;3;229;"sem lacre na maquina"
6/12/2024;3;228;"sem lacre na maquina"
6/12/2024;3;240;"sem lacre na maquina"
6/12/2024;3;241;"sem lacre no ramal"
6/12/2024;4;2051;"sem lacre no avaya"
6/12/2024;4;2057;"sem lacre no avaya"
6/12/2024;4;2056;"sem lacre no avaya"
6/12/2024;4;2054;"sem lacre no avaya"
6/12/2024;4;2052;"sem lacre no avaya"
6/12/2024;4;2051;"sem lacre no avaya"
6/12/2024;4;2050;"sem lacre no avaya"
6/12/2024;4;2049;"sem lacre no avaya"
6/12/2024;4;2043;"sem lacre no avaya"
6/12/2024;4;2154;"sem lacre no avaya"
6/12/2024;4;2149;"avaya travando"
6/12/2024;4;2153;"sem lacre no avaya"
6/12/2024;4;2147;"sem lacre no avaya"
6/12/2024;4;2144;"sem lacre na maquina"
6/12/2024;4;2143;"sem lacre na maquina"
6/12/2024;4;2142;"sem lacre na maquina e no avaya"
6/12/2024;4;2139;"Cabo conectado na frente"
6/12/2024;4;2130;"sem lacre no avaya"
6/12/2024;4;2128;"sem lacre no avaya e na maquina"
6/12/2024;4;2132;"sem lacre no avaya"
6/12/2024;4;2133;"sem lacre no avaya e na maquina"
6/12/2024;4;2047;"pa deslacrada eo avaya"
6/12/2024;4;2046;"Deslacrado"
6/12/2024;4;2027;"USB conectado na frente e deslacrada"
6/12/2024;4;2026;"máquina com erro no hd"
6/12/2024;4;2031;"Deslacrado"
6/12/2024;4;2030;"Deslacrado"
6/12/2024;4;2023;"Deslacrado"
6/12/2024;4;2022;"Deslacrado"
6/12/2024;5;3146;"Ramal e maquina sem lacre"
6/12/2024;5;3140;"maquina e ramal sem lacre"
6/12/2024;5;3137;"Deslacrado"
6/12/2024;5;3133;"Deslacrado"
6/12/2024;5;3620;"Cabo conectado na frente"
6/12/2024;5;3619;"Cabo conectado na frente e sem lacre no avaya"
6/12/2024;5;3617;"Cabo conectado na frente"
6/12/2024;5;3625;"Cabo conectado na frente"
6/12/2024;5;3627;"sem lacre no avaya"
6/12/2024;5;3628;"sem lacre no avaya"
6/12/2024;5;3644;"sem lacre no avaya"
6/12/2024;5;3641;"sem lacre no avaya e na maquina"
6/12/2024;5;3639;"Cabo conectado na frente"
6/12/2024;5;3638;"sem lacre no avaya"
6/12/2024;5;3631;"sem lacre no avaya"
6/12/2024;5;3632;"sem lacre no avaya"
6/12/2024;5;3633;"sem lacre na maquina"
6/12/2024;5;3634;"sem lacre na maquina"
6/12/2024;5;3635;"sem lacre no avaya"
6/12/2024;5;3636;"sem lacre no avaya"
6/12/2024;5;3648;"sem lacre no avaya e na maquina"
6/12/2024;5;3651;"sem lacre na maquina"
6/12/2024;5;3652;"sem lacre no avaya"
6/12/2024;5;3653;"sem lacre no avaya e na maquina"
6/12/2024;5;3655;"sem lacre no avaya"
6/12/2024;5;3661;"sem lacre na maquina"
6/12/2024;5;3660;"sem lacre na maquina"
6/12/2024;5;3658;"sem lacre na maquina e no avaya"
6/12/2024;5;3219;"Cabo conectado na frente"
6/12/2024;5;3221;"Cabo conectado na frente"
6/12/2024;6;4528;"Cabo desconectado"
6/12/2024;6;4538;"carregador conectado"
6/12/2024;6;4700;"Cabo conectado na frente"
6/12/2024;6;4701;"Cabo conectado na frente"
6/12/2024;6;4741;"maquina com a parte da frente desmontada"
6/12/2024;6;4034;"maquina aparenta não ter hd"
6/12/2024;6;4048;"2 cabos intelbras"
6/12/2024;6;4053;"Cabo display port com 1 monitor"
6/12/2024;6;4715;"dois cabo displayport"
6/12/2024;6;4800;"máquina com recuperação"
6/12/2024;6;4838;"não possui máquina, teclado e mouse"
6/12/2024;6;4819;"carregador conectado"
6/12/2024;6;4232;"fone carregando na maquina"
6/12/2024;6;4478;"dois cabo de rede"
6/12/2024;6;4300;"dois intelbras"
6/12/2024;6;4302;"deslacrado"
10/12/2024;2;6616;"Cabo de rede extra"
10/12/2024;2;6618;"Cabo usb porta da frente"
10/12/2024;3;171;"usb mouse"
10/12/2024;3;181;"usb mouse teclado"
10/12/2024;3;183;"usb intelbras"
10/12/2024;3;213;"usb mouse"
10/12/2024;3;1188;"usb mouse e sem lacre"
10/12/2024;3;1189;"usb mouse"
10/12/2024;3;167;"usb intelbras"
10/12/2024;3;195;"usb mouse"
10/12/2024;3;197;"calha e usb mouse e teclado"
10/12/2024;3;206;"usb intelbras"
10/12/2024;3;286;"usb mouse"
10/12/2024;3;307;"usb mouse"
10/12/2024;3;1460;"porta USB mouse"
10/12/2024;3;76;"Cabo usb porta da frente"
10/12/2024;3;161;"Cabo usb porta da frente"
10/12/2024;4;2035;"usb mouse"
10/12/2024;4;2119;"usb mouse"
10/12/2024;4;2683;"um avaya, 2 intelbras his e alicate 9"
10/12/2024;4;2667;"Cabo usb porta da frente"
10/12/2024;4;2558;"Cabo usb porta da frente"
10/12/2024;4;2285;"Cabo usb porta da frente"
10/12/2024;4;2111;"Cabo usb porta da frente"
10/12/2024;4;2130;"Cabo usb porta da frente"
10/12/2024;4;2134;"Cabo usb porta da frente"
10/12/2024;4;2132;"Cabo usb porta da frente"
10/12/2024;4;2127;"Cabo usb porta da frente"
10/12/2024;4;2130;"Cabo usb porta da frente"
10/12/2024;4;2137;"Cabo usb porta da frente"
10/12/2024;4;2152;"Cabo usb porta da frente"
10/12/2024;4;2075;"calha levantada"
10/12/2024;5;3281;"usb na porta da frente"
10/12/2024;5;3272;"usb na porta da frente"
10/12/2024;5;3205;"usb na porta da frente"
10/12/2024;5;3414;"usb porta da frente"
10/12/2024;5;3552;"usb porta da frente"
10/12/2024;5;3636;"usb porta da frente"
10/12/2024;5;3635;"usb porta da frente"
10/12/2024;5;3402;"Cabo usb porta da frente"
10/12/2024;5;3399;"dois intelbras"
10/12/2024;5;3376;"Cabo usb porta da frente"
10/12/2024;5;3306;"Cabo usb porta da frente"
10/12/2024;5;3304;"Cabo usb porta da frente"
10/12/2024;5;3177;"sem internet"
10/12/2024;5;3160;"Cabo usb porta da frente"
10/12/2024;5;3162;"Cabo usb porta da frente"
10/12/2024;5;3046;"Cabo usb porta da frente"
10/12/2024;5;3067;"Cabo usb porta da frente"
10/12/2024;5;3063;"Cabo usb porta da frente"
10/12/2024;5;3056;"Cabo usb porta da frente"
10/12/2024;5;3061;"Cabo usb porta da frente"
10/12/2024;5;3073;"Cabo usb porta da frente"
10/12/2024;5;3074;"Cabo usb porta da frente"
10/12/2024;6;4278;"Cabo usb porta da frente"
10/12/2024;6;4215;"Cabos desconectados"
10/12/2024;6;4119;"maquina congelada"
10/12/2024;6;4696;"Cabo usb porta da frente"
10/12/2024;6;4192;"intelbras na porta do USB da frente"
10/12/2024;6;4191;"mouse na porta do USB da frente"
10/12/2024;6;4168;"intelbras na porta usb da frente"
10/12/2024;6;4174;"Teclado na porta usb da frente"
10/12/2024;6;4160;"intelbras na porta usb da frente tem menu de contexto"
13/12/2024;2;6938;"Deslacrado"
13/12/2024;2;6935;"Deslacrado"
13/12/2024;2;6643;"Deslacrado"
13/12/2024;2;6630;"Deslacrado"
13/12/2024;2;6628;"Deslacrado"
13/12/2024;2;6097;"Deslacrado"
13/12/2024;2;6887;"Deslacrado"
13/12/2024;2;6601;"Deslacrado"
13/12/2024;2;6599;"Deslacrado"
13/12/2024;3;1651;"Cabo usb na porta da frente"
13/12/2024;3;1654;"Cabo usb na porta da frente"
13/12/2024;3;1604;"calha levantada"
13/12/2024;3;1389;"Cabo usb na porta da frente"
13/12/2024;3;1651;"Cabo usb na porta da frente"
13/12/2024;3;1654;"Cabo usb na porta da frente"
13/12/2024;3;1655;"Cabo usb na porta da frente"
13/12/2024;3;1604;"calha levantada"
13/12/2024;3;1389;"Cabo usb na porta da frente"
13/12/2024;3;1278;"Deslacrado"
13/12/2024;3;1360;"2 mouses"
13/12/2024;3;1155;"Deslacrado"
13/12/2024;3;1137;"Cabo usb na porta da frente"
13/12/2024;3;1081;"Cabo usb na porta da frente"
13/12/2024;3;1091;"Cabo usb na porta da frente"
13/12/2024;3;1144;"Cabo usb na porta da frente"
13/12/2024;3;1062;"Cabo usb na porta da frente"
13/12/2024;3;1127;"Deslacrado"
13/12/2024;3;1128;"Cabo usb na porta da frente"
13/12/2024;3;1129;"Cabo usb na porta da frente"
13/12/2024;3;197;"Deslacrado"
13/12/2024;3;198;"Cabo usb na porta da frente"
13/12/2024;3;205;"Deslacrado"
13/12/2024;3;204;"Deslacrado"
13/12/2024;3;185;"Cabo usb na porta da frente"
13/12/2024;3;187;"Cabo usb na porta da frente"
13/12/2024;3;165;"Deslacrado"
13/12/2024;3;159;"Deslacrado"
13/12/2024;3;158;"Deslacrado"
13/12/2024;3;157;"Deslacrado"
13/12/2024;3;156;"Deslacrado"
13/12/2024;3;155;"Deslacrado"
13/12/2024;3;1186;"Deslacrado"
13/12/2024;3;1187;"Cabo conectado na porta da frente"
13/12/2024;3;1188;"Deslacrado"
13/12/2024;3;1193;"Deslacrado"
13/12/2024;3;1192;"Deslacrado"
13/12/2024;3;1191;"Deslacrado"
13/12/2024;3;1183;"Deslacrado"
13/12/2024;3;1175;"Deslacrado"
13/12/2024;3;1167;"Deslacrado"
13/12/2024;3;1172;"Deslacrado"
13/12/2024;3;1170;"Deslacrado"
13/12/2024;3;1169;"Deslacrado"
13/12/2024;4;2167;"Deslacrado"
13/12/2024;4;2187;"Deslacrado"
13/12/2024;4;2050;"Deslacrado"
13/12/2024;4;2057;"Deslacrado"
13/12/2024;4;2051;"Deslacrado"
13/12/2024;4;2936;"Deslacrado"
13/12/2024;4;2937;"Deslacrado"
13/12/2024;4;2047;"Deslacrado"
13/12/2024;4;2025;"mouse na porta da frente"
13/12/2024;4;2027;"Deslacrado"
13/12/2024;4;2015;"Deslacrado"
13/12/2024;4;2016;"2 mouse na posição e teclado na parte da frente"
13/12/2024;4;2017;"deslacrada e mouse e teclado na porta da frente"
13/12/2024;4;2020;"Deslacrado"
13/12/2024;4;2570;"Deslacrado"
13/12/2024;4;2568;"Deslacrado"
13/12/2024;4;2559;"Deslacrado"
13/12/2024;4;2553;"Deslacrado"
13/12/2024;4;2474;"Deslacrado"
13/12/2024;4;2475;"Deslacrado"
13/12/2024;4;2476;"Deslacrado"
13/12/2024;4;2219;"Deslacrado"
13/12/2024;4;2275;"Deslacrado"
13/12/2024;4;2277;"sem calha"
13/12/2024;4;2285;"deslacrada e teclado nas porta da frente"
13/12/2024;4;2279;"Deslacrado"
13/12/2024;4;2295;"Deslacrado"
13/12/2024;4;2284;"Deslacrado"
13/12/2024;4;2515;"Deslacrado"
13/12/2024;4;2513;"Deslacrado"
13/12/2024;4;2601;"Deslacrado"
13/12/2024;4;2607;"Deslacrado"
13/12/2024;4;2525;"Deslacrado"
13/12/2024;4;2540;"Deslacrado"
13/12/2024;4;2593;"Deslacrado"
13/12/2024;4;2591;"Deslacrado"
13/12/2024;4;2660;"Deslacrado"
13/12/2024;4;2663;"Deslacrado"
13/12/2024;4;2679;"Deslacrado"
13/12/2024;4;2680;"Deslacrado"
13/12/2024;4;2166;"Deslacrado"
13/12/2024;4;2165;"Deslacrado"
13/12/2024;4;2262;"Deslacrado"
13/12/2024;4;2159;"Deslacrado"
13/12/2024;4;2147;"Deslacrado"
13/12/2024;4;2149;"Deslacrado"
13/12/2024;4;2144;"Deslacrado"
13/12/2024;4;2143;"Deslacrado"
13/12/2024;4;2142;"Deslacrado"
13/12/2024;4;2137;"Deslacrado"
13/12/2024;4;2139;"Deslacrado"
13/12/2024;4;2134;"Deslacrado"
13/12/2024;4;2133;"Deslacrado"
13/12/2024;4;2132;"Deslacrado"
13/12/2024;4;2127;"Deslacrado"
13/12/2024;4;2128;"Deslacrado"
13/12/2024;5;3036;"2 mouses"
13/12/2024;5;3047;"Cabo usb na porta da frente"
13/12/2024;5;3046;"Cabo usb na porta da frente"
13/12/2024;5;3045;"Cabo usb na porta da frente"
13/12/2024;5;3044;"Cabo usb na porta da frente"
13/12/2024;5;3067;"Cabo usb na porta da frente"
13/12/2024;5;3066;"Cabo usb na porta da frente"
13/12/2024;5;3063;"Cabo usb na porta da frente"
13/12/2024;5;3106;"Cabo usb na porta da frente"
13/12/2024;5;3060;"Cabo usb na porta da frente"
13/12/2024;5;3161;"Cabo usb na porta da frente"
13/12/2024;5;3173;"Cabo usb na porta da frente"
13/12/2024;5;3174;"Cabo usb na porta da frente"
13/12/2024;5;3154;"maquina não a porta de tras"
13/12/2024;5;3156;"Cabo usb na porta da frente"
13/12/2024;5;3201;"2 intelbras"
13/12/2024;5;3255;"Cabo usb na porta da frente"
13/12/2024;5;3256;"Cabo usb na porta da frente"
13/12/2024;5;3248;"Cabo usb na porta da frente"
13/12/2024;5;3247;"Cabo usb na porta da frente"
13/12/2024;5;3180;"Cabo usb na porta da frente e deslacrada"
13/12/2024;5;3246;"Cabo usb na porta da frente"
13/12/2024;5;3183;"sem lacre e Cabo usb na porta da frente"
13/12/2024;5;3652;"sem lacre no avaya"
13/12/2024;5;3653;"sem lacre na pa"
13/12/2024;5;3658;"sem lacre no avaya"
13/12/2024;5;3452;"Cabo usb na porta da frente e sem lacre"
13/12/2024;5;3406;"2 cabos intelbras"
13/12/2024;5;3391;"ayava deslacrada"
13/12/2024;5;3386;"Cabo usb na porta da frente"
13/12/2024;5;3338;"avaya deslacrada"
13/12/2024;5;3325;"calha levantada"
13/12/2024;5;3321;"avaya deslacrada"
13/12/2024;5;3318;"avaya deslacrada"
13/12/2024;5;3317;"avaya deslacrada"
13/12/2024;5;3310;"avaya deslacrada"
13/12/2024;5;3312;"avaya deslacrada"
13/12/2024;5;3313;"pa deslacrada"
13/12/2024;5;3415;"avaya com problema"
13/12/2024;5;3414;"Cabo usb na porta da frente e 2 mouses"
13/12/2024;6;4127;"sem lacre"
13/12/2024;6;4434;"sem calha"
13/12/2024;6;4431;"sem calha"
13/12/2024;6;1655;"Cabo usb na porta da frente"
13/12/2024;6;6953;"Deslacrado"
13/12/2024;6;4420;"sem calha"
13/12/2024;6;4421;"sem calha"
13/12/2024;6;4422;"sem lacre e sem calha"
13/12/2024;6;4423;"Deslacrado"
13/12/2024;6;4408;"Deslacrado"
13/12/2024;6;4119;"pa com USB na frente"
13/12/2024;6;4269;"pa com USB na frente"
13/12/2024;6;4126;"Deslacrado"
13/12/2024;6;4099;"Deslacrado"
13/12/2024;6;4100;"Deslacrado"
13/12/2024;6;4489;"deslacrada e intelbras na porta da frente"
13/12/2024;6;4488;"Deslacrado"
17/12/2024;3;1004;"Deslacrado"
17/12/2024;3;1005;"Deslacrado"
17/12/2024;3;1062;"Deslacrado"
17/12/2024;3;1175;"Deslacrado"
17/12/2024;3;1135;"Deslacrado"
17/12/2024;3;1136;"Deslacrado"
17/12/2024;3;1137;"Deslacrado"
17/12/2024;3;1163;"Deslacrado"
17/12/2024;3;1125;"deslacrado e USB conectado na frente"
17/12/2024;3;1122;"USB conectado na frente"
17/12/2024;3;1111;"USB conectado na frente"
17/12/2024;3;156;"Deslacrado"
17/12/2024;3;1296;"USB conectado na frente"
17/12/2024;3;1132;"USB conectado na frente e deslacrado"
17/12/2024;3;1132;"Deslacrado"
17/12/2024;3;1130;"USB conectado na frente e deslacrado"
17/12/2024;3;1077;"Deslacrado"
17/12/2024;3;1005;"Deslacrado"
17/12/2024;3;1012;"Deslacrado"
17/12/2024;3;999;"Deslacrado"
17/12/2024;3;1006;"USB conectado na frente e deslacrado"
17/12/2024;3;1088;"Deslacrado"
17/12/2024;3;1093;"Deslacrado"
17/12/2024;3;1134;"Deslacrado"
17/12/2024;3;1137;"Deslacrado"
17/12/2024;3;1138;"Deslacrado"
17/12/2024;3;1143;"Deslacrado"
17/12/2024;3;1152;"Deslacrado"
17/12/2024;3;1151;"Deslacrado"
17/12/2024;3;1147;"deslacrado e USB conectado na frente"
17/12/2024;3;1100;"Deslacrado"
17/12/2024;3;1105;"Deslacrado"
17/12/2024;3;1096;"Deslacrado"
17/12/2024;3;1029;"Deslacrado"
17/12/2024;3;1026;"Deslacrado"
17/12/2024;3;1025;"Deslacrado"
17/12/2024;3;1119;"Deslacrado"
17/12/2024;3;1115;"Deslacrado"
17/12/2024;3;1160;"Deslacrado"
17/12/2024;3;183;"USB conectado na frente e deslacrado"
17/12/2024;3;181;"Deslacrado"
17/12/2024;3;193;"Deslacrado"
17/12/2024;3;191;"Deslacrado"
17/12/2024;3;190;"Deslacrado"
17/12/2024;3;189;"Deslacrado"
17/12/2024;3;94;"Deslacrado"
17/12/2024;3;90;"Deslacrado"
17/12/2024;3;89;"Deslacrado"
17/12/2024;3;88;"Deslacrado"
17/12/2024;3;85;"Deslacrado"
17/12/2024;3;251;"USB conectado na frente e deslacrado"
17/12/2024;3;238;"Deslacrado"
17/12/2024;3;232;"Deslacrado"
17/12/2024;3;253;"Deslacrado"
17/12/2024;4;2047;"pa deslacrada e o avaya"
17/12/2024;4;2046;"Deslacrado"
17/12/2024;4;2027;"USB conectado na frente e deslacrada"
17/12/2024;4;2026;"máquina com erro no hd"
17/12/2024;4;2031;"Deslacrado"
17/12/2024;4;2030;"Deslacrado"
17/12/2024;4;2023;"Deslacrado"
17/12/2024;4;2022;"Deslacrado"
17/12/2024;4;2017;"USB conectado na frente e máquina deslacrada"
17/12/2024;4;2125;"USB conectado na frente e deslacrada"
17/12/2024;4;2118;"deslacrado e USB conectado na frente"
17/12/2024;4;2053;"Deslacrado"
17/12/2024;4;2051;"Deslacrado"
17/12/2024;4;2050;"Deslacrado"
17/12/2024;4;2056;"Deslacrado"
17/12/2024;4;2033;"Deslacrado"
17/12/2024;4;2018;"deslacrado e USB conectado na frente"
17/12/2024;4;2130;"Deslacrado"
17/12/2024;4;2133;"Deslacrado"
17/12/2024;4;2134;"deslacrado e USB conectado na frente"
17/12/2024;4;2273;"deslacrado"
17/12/2024;4;2254;"deslacrado"
17/12/2024;4;2253;"deslacrado"
17/12/2024;4;2252;"deslacrado e USB conectado na frente"
17/12/2024;4;2245;"deslacrado"
17/12/2024;4;2215;"Deslacrado"
17/12/2024;4;2214;"Deslacrado"
17/12/2024;4;2209;"Deslacrado"
17/12/2024;4;2208;"Deslacrado"
17/12/2024;4;2219;"Deslacrado"
17/12/2024;4;2295;"Deslacrado"
17/12/2024;4;2559;"Deslacrado"
17/12/2024;5;3073;"pa deslacrada"
17/12/2024;5;3124;"pa deslacrada"
17/12/2024;5;3128;"pa deslacrada"
17/12/2024;5;3523;"dois cabo his"
17/12/2024;5;3324;"dois cabo his"
17/12/2024;5;3439;"USB conectado na frente"
17/12/2024;5;3305;"dois cabo intelbras"
17/12/2024;5;3242;"USB conectado na frente"
17/12/2024;5;3328;"máquina não liga"
17/12/2024;5;3427;"Deslacrado"
17/12/2024;5;3555;"DESLACRADO E DOIS CABO HIS"
17/12/2024;5;3398;"dois cabo de rede"
17/12/2024;5;3636;"deslacrado dois cabo his"
17/12/2024;5;3219;"Cabo conectado na frente"
17/12/2024;5;3221;"Cabo conectado na frente"
17/12/2024;5;3635;"sem lacre no avaya"
17/12/2024;5;3636;"sem lacre no avaya"
17/12/2024;5;3627;"sem lacre no avaya"
17/12/2024;5;3620;"Ramal e maquina sem lacre"
17/12/2024;5;3639;"Cabo conectado na frente"
17/12/2024;5;3638;"sem lacre no avaya"
17/12/2024;5;3324;"dois cabo his"
17/12/2024;5;3555;"DESLACRADO E DOIS CABO HIS"
17/12/2024;6;4307;"monitor por cima da maquina"
17/12/2024;6;4700;"Cabo conectado na frente"
17/12/2024;6;4048;"2 cabos intelbras"
17/12/2024;6;4715;"dois cabo displayport"
